"text","emotion"
"İnşirah verecek bir netice lütfolunsa ne iyi olur.","istek"
"Şartlar ağır; yine de iyiye dönmesini isterim.","istek"
"Yol uzun ise de sonu selâmet olsun diye niyaz ederim.","istek"
"Bu sessizlikten sonra güzel bir söz işitmeyi isterim.","istek"
"İçimde ileriye dair hayırlı bir sonuç görme isteği var.","istek"
"Hayırlı bir dönüş nasip olsun isterim.","istek"
"Beklediğim ferah artık erişsin diye dilerim.","istek"
"Güzel günleri görmek isterim.","istek"
"Lütfedip bu hususu izah etmenizi isterim.","istek"
"Bu meseleye derhal el atmanızı rica ederim.","istek"
"Şu işin tamamlanmasını talep ederim.","istek"
"Bu kapının açılmasını arzu ederim.","istek"
"Meselenin aydınlatılmasını isterim.","istek"
"Bana bu konuda yardım etmenizi isterim.","istek"
"Bu yazının gözden geçirilmesini talep ederim.","istek"
"Şu işin süratle bitirilmesini isterim.","istek"
"Bu durumun düzeltilmesini rica ederim.","istek"
"İzahın daha açık yapılmasını isterim.","istek"
"Bu hususta bir cevap vermenizi talep ederim.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim.","istek"
"Bu işte bana destek olmanızı isterim.","istek"
"Meselenin tekrar ele alınmasını talep ederim.","istek"
"Bu yanlışın düzeltilmesini isterim.","istek"
"Şu konuda açıklama yapmanızı rica ederim.","istek"
"Bu işin ertelenmesini istemem, tamamlanmasını isterim.","istek"
"Durumun açıkça beyan edilmesini isterim.","istek"
"Bu konuda yardımınızı talep ederim.","istek"
"Şu meselenin çözülmesini isterim.","istek"
"Bu işin ciddiyetle incelenmesini isterim.","istek"
"Bir cevap verilmesini talep ederim.","istek"
"Bu konunun kapatılmasını istemem, çözülmesini isterim.","istek"
"Şu evrakın hazırlanmasını isterim.","istek"
"Bu işin yeniden gözden geçirilmesini isterim.","istek"
"Durumun tarafıma bildirilmesini talep ederim.","istek"
"Bu konuda açık bir izah isterim.","istek"
"Şu hususun dikkate alınmasını isterim.","istek"
"Bu işte daha fazla gecikme olmamasını isterim.","istek"
"Meselenin netleştirilmesini isterim.","istek"
"Bu durumun açıklanmasını talep ederim.","istek"
"Şu konunun ele alınmasını isterim.","istek"
"Bu işin düzeltilmesini rica ederim.","istek"
"Tarafıma bilgi verilmesini isterim.","istek"
"Bu konuda bir adım atmanızı isterim.","istek"
"Şu meselenin halledilmesini isterim.","istek"
"Bu hatanın giderilmesini talep ederim.","istek"
"Durumun izah edilmesini isterim.","istek"
"Bu işte ilerleme sağlanmasını isterim.","istek"
"Şu konunun açıklığa kavuşmasını isterim.","istek"
"Bu konuda yardım talep ederim.","istek"
"Şu durumun düzelmesini isterim.","istek"
"Bu meselenin çözülmesini rica ederim.","istek"
"Tarafıma cevap verilmesini isterim.","istek"
"Bu konuda açık bir tavır beklerim.","istek"
"Şu işin tamamlanmasını isterim.","istek"
"Bu meselenin kapanmasını istemem, çözülmesini isterim.","istek"
"Bu konuda açıklık isterim.","istek"
"Şu hususun değerlendirilmesini isterim.","istek"
"Bu işin ilerletilmesini isterim.","istek"
"Meselenin çözümünü talep ederim.","istek"
"Bu konuda yardım beklerim.","istek"
"Şu konunun ele alınmasını talep ederim.","istek"
"Bu işin düzeltilmesini isterim.","istek"
"Tarafıma bilgi sunulmasını isterim.","istek"
"Bu konuda bir çözüm isterim.","istek"
"Şu meselenin açıklanmasını isterim.","istek"
"Bu işin sonuçlandırılmasını isterim.","istek"
"Durumun netleşmesini isterim.","istek"
"Bu konuda açık cevap isterim.","istek"
"Bu işe hemen girişmekte tereddüt ederim.","cekince"
"Şu hususta kesin bir hüküm vermeye çekinirim.","cekince"
"Meselenin sonucunu kestirmekte zorlanırım.","cekince"
"Bu adımı atarken ihtiyatlı davranırım.","cekince"
"Şu konuda acele etmeyi doğru bulmam.","cekince"
"Bu işin sonunu bilmeden hareket etmem.","cekince"
"Şu durumda temkinli kalmayı yeğlerim.","cekince"
"Bu hususta karar vermek güç görünür.","cekince"
"Şu meselede bir miktar duraksarım.","cekince"
"Bu işin akıbeti beni düşündürür.","cekince"
"Şu konuda kesin konuşmaktan kaçınırım.","cekince"
"Bu adımı atmadan önce tereddüt ederim.","cekince"
"Meselenin netliği beni ikna etmez.","cekince"
"Bu konuda ihtiyat elden bırakılmaz.","cekince"
"Şu işte aceleye mahal yoktur.","cekince"
"Bu durum karşısında çekingen kalırım.","cekince"
"Şu meselede karar vermek ağır gelir.","cekince"
"Bu işin sonunu göremem.","cekince"
"Şu konuda açık bir kanaat edinemem.","cekince"
"Bu adımın uygunluğundan emin değilim.","cekince"
"Meselenin yönü belirsizdir.","cekince"
"Bu işte temkinli olmak gerekir.","cekince"
"Şu durumda geri durmayı tercih ederim.","cekince"
"Bu konuda acele karar verilmez.","cekince"
"Şu meselede bir durup düşünmek gerekir.","cekince"
"Bu işin neticesi muğlaktır.","cekince"
"Şu konuda kesinlik yoktur.","cekince"
"Bu durumda ihtiyatlı kalırım.","cekince"
"Şu mesele beni tereddütte bırakır.","cekince"
"Bu işin sonucu beni düşündürür.","cekince"
"Şu konuda kararsız kalırım.","cekince"
"Bu işte acele etmek doğru olmaz.","cekince"
"Şu meselede temkinli yaklaşırım.","cekince"
"Bu konuda çekingen davranırım.","cekince"
"Şu işin sonucu belirsizdir.","cekince"
"Bu adımda duraksamak yerindedir.","cekince"
"Şu durumda kesin konuşmam.","cekince"
"Bu konuda ihtiyatlı olurum.","cekince"
"Şu meselede acele etmem.","cekince"
"Bu işin sonu açık değildir.","cekince"
"Şu konuda bir karar vermek zordur.","cekince"
"Bu durumda geri çekilirim.","cekince"
"Şu işte tereddüt ağır basar.","cekince"
"Bu konuda net bir hüküm veremem.","cekince"
"Şu meselede temkinli kalırım.","cekince"
"Bu işin yönü belirsizdir.","cekince"
"Şu konuda ihtiyatlı davranırım.","cekince"
"Bu durumda çekince duyarım.","cekince"
"Şu meselede kararsızım.","cekince"
"Bu işte acele etmemek gerekir.","cekince"
"Şu konuda netlik yoktur.","cekince"
"Bu durumda ihtiyat tercih edilir.","cekince"
"Şu işte durup düşünmek icap eder.","cekince"
"Bu konuda çekinirim.","cekince"
"Şu meselede kesinlik yoktur.","cekince"
"Bu işte temkinli kalırım.","cekince"
"Şu konuda acele karar verilmez.","cekince"
"Bu durumda tereddüt ederim.","cekince"
"Şu işte ihtiyatlı davranırım.","cekince"
"Bu konuda net bir kanaat oluşmaz.","cekince"
"Bu hususun tafsilatlı surette izahını talep ederim. Vakit kaybı olmamalıdır.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim. Gecikme uygun değildir.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim. İhmal edilmemelidir.","istek"
"Bu yanlışın düzeltilmesini talep ederim. Gecikme uygun değildir.","istek"
"Meselenin yeniden incelenmesini talep ederim. Vakit kaybı olmamalıdır.","istek"
"Şu evrakın hazırlanmasını rica ederim. Bunun icrası zaruridir.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim. Gecikme uygun değildir.","istek"
"Şu evrakın hazırlanmasını rica ederim. Derhal icra edilmesini beklerim.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim. Derhal icra edilmesini beklerim.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim. Bunun icrası zaruridir.","istek"
"Durumun yazılı olarak bildirilmesini isterim. Vakit kaybı olmamalıdır.","istek"
"Meselenin yeniden incelenmesini talep ederim. Bunun icrası zaruridir.","istek"
"Şu meselenin derhal halledilmesini isterim. Bu benim için ehemmiyet arz eder.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim. Bu talebim açıktır.","istek"
"Tarafıma açık bir cevap verilmesini rica ederim. Vakit kaybı olmamalıdır.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim. Bunun icrası zaruridir.","istek"
"Meselenin yeniden incelenmesini talep ederim. Bu talebim açıktır.","istek"
"Şu meselenin derhal halledilmesini isterim. Bunun icrası zaruridir.","istek"
"Meselenin yeniden incelenmesini talep ederim. Gecikme uygun değildir.","istek"
"Bu yanlışın düzeltilmesini talep ederim. Bu benim için ehemmiyet arz eder.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim. Vakit kaybı olmamalıdır.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim. Gecikme uygun değildir.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim. Derhal icra edilmesini beklerim.","istek"
"Bu yanlışın düzeltilmesini talep ederim. İhmal edilmemelidir.","istek"
"Bu yanlışın düzeltilmesini talep ederim.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim. Bu talebim açıktır.","istek"
"Tarafıma açık bir cevap verilmesini rica ederim. Bunun icrası zaruridir.","istek"
"Tarafıma açık bir cevap verilmesini rica ederim. Derhal icra edilmesini beklerim.","istek"
"Şu meselenin derhal halledilmesini isterim. Vakit kaybı olmamalıdır.","istek"
"Meselenin yeniden incelenmesini talep ederim.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim.","istek"
"Bu hususta yardım etmenizi isterim. Bunun icrası zaruridir.","istek"
"Şu meselenin derhal halledilmesini isterim. Derhal icra edilmesini beklerim.","istek"
"Bu yanlışın düzeltilmesini talep ederim. Vakit kaybı olmamalıdır.","istek"
"Şu evrakın hazırlanmasını rica ederim. Bu talebim açıktır.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim.","istek"
"Durumun yazılı olarak bildirilmesini isterim.","istek"
"Bu işin gecikmeden tamamlanmasını talep ederim. Derhal icra edilmesini beklerim.","istek"
"Meselenin yeniden incelenmesini talep ederim. İhmal edilmemelidir.","istek"
"Bu hususun tafsilatlı surette izahını talep ederim. Bu benim için ehemmiyet arz eder.","istek"
"Bu hususta yardım etmenizi isterim. Bu benim için ehemmiyet arz eder.","istek"
"Şu evrakın hazırlanmasını rica ederim. Vakit kaybı olmamalıdır.","istek"
"Şu meselenin derhal halledilmesini isterim.","istek"
"Şu evrakın hazırlanmasını rica ederim. Gecikme uygun değildir.","istek"
"Tarafıma açık bir cevap verilmesini rica ederim. İhmal edilmemelidir.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim. Vakit kaybı olmamalıdır.","istek"
"Şu konunun açıklığa kavuşturulmasını isterim. İhmal edilmemelidir.","istek"
"Şu evrakın hazırlanmasını rica ederim. İhmal edilmemelidir.","istek"
"Meselenin yeniden incelenmesini talep ederim. Bu benim için ehemmiyet arz eder.","istek"
"Durum henüz açıklık kazanmış değildir. Sonunu kestirmek güçtür.","cekince"
"Meselenin akıbeti hakkında ihtiyatlıyım. Zira netlik yoktur.","cekince"
"Bu konuda çekingen davranırım. Zira netlik yoktur.","cekince"
"Şu hususta net bir kanaate varamam. İhtiyatı elden bırakmam.","cekince"
"Bu işe hemen girişmekte tereddüt ederim. Zira netlik yoktur.","cekince"
"Durum henüz açıklık kazanmış değildir. Zira netlik yoktur.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Sonunu kestirmek güçtür.","cekince"
"Bu işe hemen girişmekte tereddüt ederim. Hüküm vermek için erkendir.","cekince"
"Bu adımı atmadan evvel durup düşünürüm. Zira netlik yoktur.","cekince"
"Acele karar vermek doğru görünmez. Şartlar müphem görünür.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Biraz beklemek evladır.","cekince"
"Bu işe hemen girişmekte tereddüt ederim. Biraz beklemek evladır.","cekince"
"Şu hususta net bir kanaate varamam.","cekince"
"Bu meselede temkinli kalmayı yeğlerim. Zira netlik yoktur.","cekince"
"Meselenin akıbeti hakkında ihtiyatlıyım. Şartlar müphem görünür.","cekince"
"Meselenin akıbeti hakkında ihtiyatlıyım. Hüküm vermek için erkendir.","cekince"
"Şu hususta net bir kanaate varamam. Zira netlik yoktur.","cekince"
"Şu hususta net bir kanaate varamam. Kararım kesin değildir.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Kararım kesin değildir.","cekince"
"Bu işin sonu beni düşündürür.","cekince"
"Bu işin sonu beni düşündürür. Sonunu kestirmek güçtür.","cekince"
"Bu işin sonu beni düşündürür. Kararım kesin değildir.","cekince"
"Bu konuda çekingen davranırım. Şartlar müphem görünür.","cekince"
"Bu işin sonu beni düşündürür. Zira netlik yoktur.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Zira netlik yoktur.","cekince"
"Bu işe hemen girişmekte tereddüt ederim. Sonunu kestirmek güçtür.","cekince"
"Bu meselede temkinli kalmayı yeğlerim.","cekince"
"Bu konuda çekingen davranırım.","cekince"
"Bu meselede temkinli kalmayı yeğlerim. Hüküm vermek için erkendir.","cekince"
"Bu işin sonu beni düşündürür. Şartlar müphem görünür.","cekince"
"Bu adımı atmadan evvel durup düşünürüm. Sonunu kestirmek güçtür.","cekince"
"Şu hususta net bir kanaate varamam. Sonunu kestirmek güçtür.","cekince"
"Bu adımı atmadan evvel durup düşünürüm.","cekince"
"Bu işin sonu beni düşündürür. Biraz beklemek evladır.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Şartlar müphem görünür.","cekince"
"Durum henüz açıklık kazanmış değildir.","cekince"
"Acele karar vermek doğru görünmez. Hüküm vermek için erkendir.","cekince"
"Şu konuda kesin hükme varmakta zorlanırım. Hüküm vermek için erkendir.","cekince"
"Bu adımı atmadan evvel durup düşünürüm. Şartlar müphem görünür.","cekince"
"Bu adımı atmadan evvel durup düşünürüm. Hüküm vermek için erkendir.","cekince"
"Meselenin akıbeti hakkında ihtiyatlıyım. İhtiyatı elden bırakmam.","cekince"
"Bu işe hemen girişmekte tereddüt ederim.","cekince"
"Durum henüz açıklık kazanmış değildir. Hüküm vermek için erkendir.","cekince"
"Acele karar vermek doğru görünmez. Kararım kesin değildir.","cekince"
"Acele karar vermek doğru görünmez. İhtiyatı elden bırakmam.","cekince"
"Bu adımı atmadan evvel durup düşünürüm. Kararım kesin değildir.","cekince"
"Bu meselede temkinli kalmayı yeğlerim. İhtiyatı elden bırakmam.","cekince"
"Bu işin sonu beni düşündürür. Hüküm vermek için erkendir.","cekince"
"Durum henüz açıklık kazanmış değildir. Kararım kesin değildir.","cekince"
"Acele karar vermek doğru görünmez.","cekince"
"Bu hâlin ardından bir ferahlık doğacağını umarım. Umudum sönmez.","umut"
"Bu işin sonunda selâmet olabilir. Hayır kapısı açılabilir.","umut"
"Yakın vakitte hayırlı bir netice zuhûr edebilir. Sabırla beklemek gerekir.","umut"
"Gönlüm ferah günleri bekler. Umudum sönmez.","umut"
"Gönlüm iyi bir akıbete meyleder. İçim buna meyillidir.","umut"
"Bu işin sonunda selâmet olabilir. İnşirah bulacağımıza inanırım.","umut"
"Yarınların daha yumuşak geçeceğini düşünürüm. Zamanla düzelecektir.","umut"
"Bu hâlin ardından bir ferahlık doğacağını umarım.","umut"
"Bu yolun sonu hayırla bitebilir. Buna dair hissim kuvvetlidir.","umut"
"Gönlüm ferah günleri bekler. Hayır kapısı açılabilir.","umut"
"Yakın vakitte hayırlı bir netice zuhûr edebilir. Hayır kapısı açılabilir.","umut"
"Bu sıkıntının geçici olduğunu sanırım. İçim buna meyillidir.","umut"
"Gönlüm iyi bir akıbete meyleder. Zamanla düzelecektir.","umut"
"Yakın vakitte hayırlı bir netice zuhûr edebilir. Zamanla düzelecektir.","umut"
"Yarınların daha yumuşak geçeceğini düşünürüm. Buna dair hissim kuvvetlidir.","umut"
"Bu hâlin ardından bir ferahlık doğacağını umarım. Hayır kapısı açılabilir.","umut"
"Bu hâlin ardından bir ferahlık doğacağını umarım. İnşirah bulacağımıza inanırım.","umut"
"Bu sıkıntının geçici olduğunu sanırım. Zamanla düzelecektir.","umut"
"Bu sıkıntının geçici olduğunu sanırım. Umudum sönmez.","umut"
"Bu yolun sonu hayırla bitebilir. İçim buna meyillidir.","umut"
"Bu işin sonunda selâmet olabilir. Buna dair hissim kuvvetlidir.","umut"
"İçimde ince bir ümit ışığı vardır. İnşirah bulacağımıza inanırım.","umut"
"Güzel bir haberin erişeceğine inanırım. Hayır kapısı açılabilir.","umut"
"Güzel bir haberin erişeceğine inanırım. İçim buna meyillidir.","umut"
"İçimde ince bir ümit ışığı vardır.","umut"
"Bu sıkıntının geçici olduğunu sanırım. Hayır kapısı açılabilir.","umut"
"Bu sıkıntının geçici olduğunu sanırım. İnşirah bulacağımıza inanırım.","umut"
"Gönlüm ferah günleri bekler. Zamanla düzelecektir.","umut"
"İçimde ince bir ümit ışığı vardır. İçim buna meyillidir.","umut"
"Gönlüm iyi bir akıbete meyleder. Hayır kapısı açılabilir.","umut"
"Gönlüm iyi bir akıbete meyleder. Buna dair hissim kuvvetlidir.","umut"
"Bu yolun sonu hayırla bitebilir. Zamanla düzelecektir.","umut"
"Yakın vakitte hayırlı bir netice zuhûr edebilir. Umudum sönmez.","umut"
"Güzel bir haberin erişeceğine inanırım. Buna dair hissim kuvvetlidir.","umut"
"Bu yolun sonu hayırla bitebilir. Sabırla beklemek gerekir.","umut"
"Gönlüm ferah günleri bekler. Buna dair hissim kuvvetlidir.","umut"
"Bu yolun sonu hayırla bitebilir. İnşirah bulacağımıza inanırım.","umut"
"Bu işin sonunda selâmet olabilir.","umut"
"Bu işin sonunda selâmet olabilir. İçim buna meyillidir.","umut"
"Yarınların daha yumuşak geçeceğini düşünürüm. Umudum sönmez.","umut"
"İçimde ince bir ümit ışığı vardır. Zamanla düzelecektir.","umut"
"Bu yolun sonu hayırla bitebilir. Hayır kapısı açılabilir.","umut"
"Bu sıkıntının geçici olduğunu sanırım.","umut"
"Gönlüm ferah günleri bekler. İçim buna meyillidir.","umut"
"Bu hâlin ardından bir ferahlık doğacağını umarım. Zamanla düzelecektir.","umut"
"İçimde ince bir ümit ışığı vardır. Hayır kapısı açılabilir.","umut"
"İçimde ince bir ümit ışığı vardır. Umudum sönmez.","umut"
"Bu yolun sonu hayırla bitebilir. Umudum sönmez.","umut"
"Bu işin sonunda selâmet olabilir. Umudum sönmez.","umut"
